cluster_id,satellite_image_available,predicted_landcover_class,prediction_confidence,image_date,cloud_cover,image_source,observation_status,satellite_item_id
797,False,UNKNOWN,,2026-08-14,84.246951,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 84.2%, threshold: 30.0%)",S2C_MSIL2A_20260817T054631_R048_T42QWK_20260817T085418
798,False,UNKNOWN,,2026-08-14,59.606689,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 59.6%, threshold: 30.0%)",S2B_MSIL2A_20260810T050649_R019_T43PGQ_20260810T085431
799,False,UNKNOWN,,2026-08-14,64.193034,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 64.2%, threshold: 30.0%)",S2A_MSIL2A_20260810T052241_R062_T43PFS_20260810T114010
800,False,UNKNOWN,,2026-08-14,64.193034,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 64.2%, threshold: 30.0%)",S2A_MSIL2A_20260810T052241_R062_T43PFS_20260810T114010
801,False,UNKNOWN,,2026-08-14,64.193034,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 64.2%, threshold: 30.0%)",S2A_MSIL2A_20260810T052241_R062_T43PFS_20260810T114010
802,False,UNKNOWN,,2026-08-14,64.193034,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 64.2%, threshold: 30.0%)",S2A_MSIL2A_20260810T052241_R062_T43PFS_20260810T114010
803,False,UNKNOWN,,2026-08-14,70.697784,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 70.7%, threshold: 30.0%)",S2C_MSIL2A_20260817T054631_R048_T42QWL_20260817T085418
804,False,UNKNOWN,,2026-08-15,65.328407,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 65.3%, threshold: 30.0%)",S2A_MSIL2A_20260819T041211_R047_T46RGS_20260819T090411
805,True,Highway,0.6556,2026-08-10T04:15:51.025000Z,27.189726,Sentinel-2_L2A,Satellite CNN prediction: Highway (confidence: 0.66),S2C_MSIL2A_20260810T041551_R090_T46RGS_20260810T071116
806,False,UNKNOWN,,2026-08-15,60.73606,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 60.7%, threshold: 30.0%)",S2B_MSIL2A_20260810T050649_R019_T44PKU_20260810T085431
807,False,UNKNOWN,,2026-08-15,47.66117,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 47.7%, threshold: 30.0%)",S2B_MSIL2A_20260820T050649_R019_T44PLA_20260820T085718
808,True,PermanentCrop,0.2707,2026-08-10T05:06:49.024000Z,5.104031,Sentinel-2_L2A,Satellite CNN prediction: PermanentCrop (confidence: 0.27),S2B_MSIL2A_20260810T050649_R019_T44QLE_20260810T085257
809,False,UNKNOWN,,2026-08-15,35.819444,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 35.8%, threshold: 30.0%)",S2B_MSIL2A_20260811T043659_R033_T45RXL_20260811T082821
810,True,River,0.3682,2026-08-20T05:56:31.025000Z,0.090596,Sentinel-2_L2A,Satellite CNN prediction: River (confidence: 0.37),S2C_MSIL2A_20260820T055631_R091_T42RXR_20260820T090013
811,True,SeaLake,0.3506,2026-08-10T05:06:49.024000Z,3.189906,Sentinel-2_L2A,Satellite CNN prediction: SeaLake (confidence: 0.35),S2B_MSIL2A_20260810T050649_R019_T43PHK_20260810T085431
812,True,Forest,0.4307,2026-08-10T05:06:49.024000Z,3.189906,Sentinel-2_L2A,Satellite CNN prediction: Forest (confidence: 0.43),S2B_MSIL2A_20260810T050649_R019_T43PHK_20260810T085431
813,True,SeaLake,0.9848,2026-08-10T05:06:49.024000Z,3.189906,Sentinel-2_L2A,Satellite CNN prediction: SeaLake (confidence: 0.98),S2B_MSIL2A_20260810T050649_R019_T43PHK_20260810T085431
814,True,SeaLake,0.8332,2026-08-10T05:06:49.024000Z,3.189906,Sentinel-2_L2A,Satellite CNN prediction: SeaLake (confidence: 0.83),S2B_MSIL2A_20260810T050649_R019_T43PHK_20260810T085431
815,True,SeaLake,0.7571,2026-08-20T05:06:49.024000Z,21.059443,Sentinel-2_L2A,Satellite CNN prediction: SeaLake (confidence: 0.76),S2B_MSIL2A_20260820T050649_R019_T43PHK_20260820T085718
816,True,SeaLake,0.9649,2026-08-10T05:06:49.024000Z,2.036197,Sentinel-2_L2A,Satellite CNN prediction: SeaLake (confidence: 0.96),S2B_MSIL2A_20260810T050649_R019_T43PHL_20260810T085431
817,False,UNKNOWN,,2026-08-15,47.825363,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 47.8%, threshold: 30.0%)",S2B_MSIL2A_20260810T050649_R019_T43PGL_20260810T085431
818,False,UNKNOWN,,2026-08-15,61.325908,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 61.3%, threshold: 30.0%)",S2C_MSIL2A_20260812T045701_R119_T44PKU_20260812T093911
819,False,UNKNOWN,,2026-08-15,60.73606,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 60.7%, threshold: 30.0%)",S2B_MSIL2A_20260810T050649_R019_T44PKU_20260810T085431
820,False,UNKNOWN,,2026-08-15,73.99717,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 74.0%, threshold: 30.0%)",S2C_MSIL2A_20260818T051651_R062_T43PFP_20260818T100915
821,False,UNKNOWN,,2026-08-15,60.73606,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 60.7%, threshold: 30.0%)",S2B_MSIL2A_20260810T050649_R019_T44PKU_20260810T085431
822,False,UNKNOWN,,2026-08-15,55.91892,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 55.9%, threshold: 30.0%)",S2B_MSIL2A_20260810T050649_R019_T43PHP_20260810T085431
823,True,PermanentCrop,0.6422,2026-08-10T05:06:49.024000Z,29.89291,Sentinel-2_L2A,Satellite CNN prediction: PermanentCrop (confidence: 0.64),S2B_MSIL2A_20260810T050649_R019_T44PLA_20260810T085431
824,True,SeaLake,0.8111,2026-08-10T05:06:49.024000Z,25.546271,Sentinel-2_L2A,Satellite CNN prediction: SeaLake (confidence: 0.81),S2B_MSIL2A_20260810T050649_R019_T44PLB_20260810T085431
825,True,SeaLake,0.9687,2026-08-10T05:06:49.024000Z,25.546271,Sentinel-2_L2A,Satellite CNN prediction: SeaLake (confidence: 0.97),S2B_MSIL2A_20260810T050649_R019_T44PLB_20260810T085431
826,False,UNKNOWN,,2026-08-15,83.74424,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 83.7%, threshold: 30.0%)",S2C_MSIL2A_20260815T050651_R019_T44PKC_20260815T100309
827,True,SeaLake,0.9977,2026-08-10T05:06:49.024000Z,20.96276,Sentinel-2_L2A,Satellite CNN prediction: SeaLake (confidence: 1.00),S2B_MSIL2A_20260810T050649_R019_T44QKE_20260810T085257
828,False,UNKNOWN,,2026-08-15,96.349597,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 96.3%, threshold: 30.0%)",S2B_MSIL2A_20260819T053639_R005_T43QBF_20260819T091716
829,True,HerbaceousVegetation,0.6678,2026-08-17T05:46:31.024000Z,20.680705,Sentinel-2_L2A,Satellite CNN prediction: HerbaceousVegetation (confidence: 0.67),S2C_MSIL2A_20260817T054631_R048_T42RXQ_20260817T085418
830,False,UNKNOWN,,2026-08-15,67.801321,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 67.8%, threshold: 30.0%)",S2B_MSIL2A_20260811T043659_R033_T45QWE_20260811T082821
831,False,UNKNOWN,,2026-08-15,31.731808,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 31.7%, threshold: 30.0%)",S2A_MSIL2A_20260811T045241_R076_T45QVF_20260811T100012
832,False,UNKNOWN,,2026-08-15,75.891227,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 75.9%, threshold: 30.0%)",S2B_MSIL2A_20260811T043659_R033_T45QWG_20260811T082821
833,False,UNKNOWN,,2026-08-15,35.571855,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 35.6%, threshold: 30.0%)",S2A_MSIL2A_20260811T045241_R076_T45QUG_20260811T100012
834,False,UNKNOWN,,2026-08-15,45.178264,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 45.2%, threshold: 30.0%)",S2A_MSIL2A_20260811T045241_R076_T45QWG_20260811T100012
835,False,UNKNOWN,,2026-08-15,45.178264,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 45.2%, threshold: 30.0%)",S2A_MSIL2A_20260811T045241_R076_T45QWG_20260811T100012
836,False,UNKNOWN,,2026-08-15,45.80155,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 45.8%, threshold: 30.0%)",S2A_MSIL2A_20260811T045241_R076_T45QUF_20260811T100012
837,False,UNKNOWN,,2026-08-15,45.80155,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 45.8%, threshold: 30.0%)",S2A_MSIL2A_20260811T045241_R076_T45QUF_20260811T100012
838,False,UNKNOWN,,2026-08-15,31.731808,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 31.7%, threshold: 30.0%)",S2A_MSIL2A_20260811T045241_R076_T45QVF_20260811T100012
839,False,UNKNOWN,,2026-08-15,31.731808,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 31.7%, threshold: 30.0%)",S2A_MSIL2A_20260811T045241_R076_T45QVF_20260811T100012
840,False,UNKNOWN,,2026-08-15,35.571855,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 35.6%, threshold: 30.0%)",S2A_MSIL2A_20260811T045241_R076_T45QUG_20260811T100012
841,False,UNKNOWN,,2026-08-15,42.921308,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 42.9%, threshold: 30.0%)",S2A_MSIL2A_20260811T045241_R076_T45QVG_20260811T100012
842,False,UNKNOWN,,2026-08-15,42.921308,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 42.9%, threshold: 30.0%)",S2A_MSIL2A_20260811T045241_R076_T45QVG_20260811T100012
843,False,UNKNOWN,,2026-08-15,42.921308,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 42.9%, threshold: 30.0%)",S2A_MSIL2A_20260811T045241_R076_T45QVG_20260811T100012
844,False,UNKNOWN,,2026-08-15,60.73606,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 60.7%, threshold: 30.0%)",S2B_MSIL2A_20260810T050649_R019_T44PKU_20260810T085431
845,False,UNKNOWN,,2026-08-15,58.764118,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 58.8%, threshold: 30.0%)",S2C_MSIL2A_20260812T045701_R119_T44PLV_20260812T093911
846,False,UNKNOWN,,2026-08-15,64.822149,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 64.8%, threshold: 30.0%)",S2A_MSIL2A_20260810T052241_R062_T43PFR_20260810T114010
847,False,UNKNOWN,,2026-08-15,73.057038,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 73.1%, threshold: 30.0%)",S2B_MSIL2A_20260810T050649_R019_T43PHS_20260810T085431
848,False,UNKNOWN,,2026-08-15,84.107685,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 84.1%, threshold: 30.0%)",S2A_MSIL2A_20260816T054251_R005_T43QBA_20260816T103351
849,False,UNKNOWN,,2026-08-15,84.107685,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 84.1%, threshold: 30.0%)",S2A_MSIL2A_20260816T054251_R005_T43QBA_20260816T103351
850,True,SeaLake,0.3372,2026-08-10T05:06:49.024000Z,3.189906,Sentinel-2_L2A,Satellite CNN prediction: SeaLake (confidence: 0.34),S2B_MSIL2A_20260810T050649_R019_T43PHK_20260810T085431
851,True,Pasture,0.5081,2026-08-17T04:56:59.024000Z,12.858477,Sentinel-2_L2A,Satellite CNN prediction: Pasture (confidence: 0.51),S2B_MSIL2A_20260817T045659_R119_T43PHL_20260817T084758
852,False,UNKNOWN,,2026-08-15,46.653283,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 46.7%, threshold: 30.0%)",S2B_MSIL2A_20260810T050649_R019_T43PGM_20260810T085431
853,True,SeaLake,0.2051,2026-08-12T04:57:01.025000Z,12.857196,Sentinel-2_L2A,Satellite CNN prediction: SeaLake (confidence: 0.21),S2C_MSIL2A_20260812T045701_R119_T44PKS_20260812T093911
854,False,UNKNOWN,,2026-08-15,60.73606,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 60.7%, threshold: 30.0%)",S2B_MSIL2A_20260810T050649_R019_T44PKU_20260810T085431
855,False,UNKNOWN,,2026-08-15,55.696332,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 55.7%, threshold: 30.0%)",S2A_MSIL2A_20260816T054251_R005_T43RCK_20260816T103351
856,False,UNKNOWN,,2026-08-15,55.696332,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 55.7%, threshold: 30.0%)",S2A_MSIL2A_20260816T054251_R005_T43RCK_20260816T103351
857,False,UNKNOWN,,2026-08-15,56.535316,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 56.5%, threshold: 30.0%)",S2B_MSIL2A_20260816T052639_R105_T43RFN_20260816T091153
858,False,UNKNOWN,,2026-08-15,97.916961,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 97.9%, threshold: 30.0%)",S2B_MSIL2A_20260819T053639_R005_T43QBD_20260819T091716
859,False,UNKNOWN,,2026-08-15,93.388861,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 93.4%, threshold: 30.0%)",S2C_MSIL2A_20260810T055631_R091_T42QVM_20260810T090514
860,False,UNKNOWN,,2026-08-15,86.289233,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 86.3%, threshold: 30.0%)",S2B_MSIL2A_20260820T050649_R019_T43PHN_20260820T085718
861,False,UNKNOWN,,2026-08-15,60.73606,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 60.7%, threshold: 30.0%)",S2B_MSIL2A_20260810T050649_R019_T44PKU_20260810T085431
862,False,UNKNOWN,,2026-08-15,83.687985,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 83.7%, threshold: 30.0%)",S2C_MSIL2A_20260812T045701_R119_T44PMV_20260812T093911
863,True,SeaLake,0.9993,2026-08-10T05:06:49.024000Z,25.546271,Sentinel-2_L2A,Satellite CNN prediction: SeaLake (confidence: 1.00),S2B_MSIL2A_20260810T050649_R019_T44PLB_20260810T085431
864,False,UNKNOWN,,2026-08-16,71.444893,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 71.4%, threshold: 30.0%)",S2C_MSIL2A_20260812T045701_R119_T44PLU_20260812T093911
865,False,UNKNOWN,,2026-08-16,71.444893,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 71.4%, threshold: 30.0%)",S2C_MSIL2A_20260812T045701_R119_T44PLU_20260812T093911
866,True,AnnualCrop,0.344,2026-08-16T05:42:51.024000Z,2.026211,Sentinel-2_L2A,Satellite CNN prediction: AnnualCrop (confidence: 0.34),S2A_MSIL2A_20260816T054251_R005_T43RDP_20260816T103351
867,False,UNKNOWN,,2026-08-16,54.933995,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 54.9%, threshold: 30.0%)",S2A_MSIL2A_20260817T051241_R019_T43PGL_20260817T101210
868,False,UNKNOWN,,2026-08-16,30.094135,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 30.1%, threshold: 30.0%)",S2A_MSIL2A_20260817T051241_R019_T43PHL_20260817T101210
869,True,SeaLake,0.7546,2026-08-12T04:57:01.025000Z,12.857196,Sentinel-2_L2A,Satellite CNN prediction: SeaLake (confidence: 0.75),S2C_MSIL2A_20260812T045701_R119_T44PKS_20260812T093911
870,False,UNKNOWN,,2026-08-16,92.603332,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 92.6%, threshold: 30.0%)",S2B_MSIL2A_20260820T050649_R019_T43PGM_20260820T085718
871,True,River,0.6633,2026-08-12T04:57:01.025000Z,8.703873,Sentinel-2_L2A,Satellite CNN prediction: River (confidence: 0.66),S2C_MSIL2A_20260812T045701_R119_T44PLS_20260812T093911
872,True,AnnualCrop,0.5029,2026-08-12T04:57:01.025000Z,8.703873,Sentinel-2_L2A,Satellite CNN prediction: AnnualCrop (confidence: 0.50),S2C_MSIL2A_20260812T045701_R119_T44PLS_20260812T093911
873,True,SeaLake,0.2752,2026-08-12T04:57:01.025000Z,8.703873,Sentinel-2_L2A,Satellite CNN prediction: SeaLake (confidence: 0.28),S2C_MSIL2A_20260812T045701_R119_T44PLS_20260812T093911
874,False,UNKNOWN,,2026-08-16,86.289233,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 86.3%, threshold: 30.0%)",S2B_MSIL2A_20260820T050649_R019_T43PHN_20260820T085718
875,False,UNKNOWN,,2026-08-16,80.818027,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 80.8%, threshold: 30.0%)",S2B_MSIL2A_20260820T050649_R019_T43PFN_20260820T085718
876,False,UNKNOWN,,2026-08-16,62.614924,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 62.6%, threshold: 30.0%)",S2C_MSIL2A_20260812T045701_R119_T44PLT_20260812T093911
877,False,UNKNOWN,,2026-08-16,89.197487,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 89.2%, threshold: 30.0%)",S2B_MSIL2A_20260820T050649_R019_T44PKT_20260820T085718
878,False,UNKNOWN,,2026-08-16,62.614924,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 62.6%, threshold: 30.0%)",S2C_MSIL2A_20260812T045701_R119_T44PLT_20260812T093911
879,False,UNKNOWN,,2026-08-16,62.614924,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 62.6%, threshold: 30.0%)",S2C_MSIL2A_20260812T045701_R119_T44PLT_20260812T093911
880,False,UNKNOWN,,2026-08-16,62.614924,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 62.6%, threshold: 30.0%)",S2C_MSIL2A_20260812T045701_R119_T44PLT_20260812T093911
881,False,UNKNOWN,,2026-08-16,62.614924,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 62.6%, threshold: 30.0%)",S2C_MSIL2A_20260812T045701_R119_T44PLT_20260812T093911
882,False,UNKNOWN,,2026-08-16,98.677194,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 98.7%, threshold: 30.0%)",S2B_MSIL2A_20260817T045659_R119_T44PLU_20260817T084758
883,False,UNKNOWN,,2026-08-16,94.763255,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 94.8%, threshold: 30.0%)",S2B_MSIL2A_20260820T050649_R019_T44PKU_20260820T085718
884,False,UNKNOWN,,2026-08-16,71.444893,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 71.4%, threshold: 30.0%)",S2C_MSIL2A_20260812T045701_R119_T44PLU_20260812T093911
885,False,UNKNOWN,,2026-08-16,71.444893,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 71.4%, threshold: 30.0%)",S2C_MSIL2A_20260812T045701_R119_T44PLU_20260812T093911
886,False,UNKNOWN,,2026-08-16,94.763255,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 94.8%, threshold: 30.0%)",S2B_MSIL2A_20260820T050649_R019_T44PKU_20260820T085718
887,False,UNKNOWN,,2026-08-16,71.444893,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 71.4%, threshold: 30.0%)",S2C_MSIL2A_20260812T045701_R119_T44PLU_20260812T093911
888,False,UNKNOWN,,2026-08-16,71.444893,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 71.4%, threshold: 30.0%)",S2C_MSIL2A_20260812T045701_R119_T44PLU_20260812T093911
889,False,UNKNOWN,,2026-08-16,58.764118,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 58.8%, threshold: 30.0%)",S2C_MSIL2A_20260812T045701_R119_T44PLV_20260812T093911
890,False,UNKNOWN,,2026-08-16,60.811269,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 60.8%, threshold: 30.0%)",S2B_MSIL2A_20260820T050649_R019_T44PKA_20260820T085718
891,False,UNKNOWN,,2026-08-16,80.42444,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 80.4%, threshold: 30.0%)",S2B_MSIL2A_20260820T050649_R019_T44PLB_20260820T085718
892,False,UNKNOWN,,2026-08-16,76.452577,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 76.5%, threshold: 30.0%)",S2B_MSIL2A_20260820T050649_R019_T44PKB_20260820T085718
893,False,UNKNOWN,,2026-08-16,80.42444,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 80.4%, threshold: 30.0%)",S2B_MSIL2A_20260820T050649_R019_T44PLB_20260820T085718
894,False,UNKNOWN,,2026-08-16,80.42444,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 80.4%, threshold: 30.0%)",S2B_MSIL2A_20260820T050649_R019_T44PLB_20260820T085718
895,False,UNKNOWN,,2026-08-16,49.428847,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 49.4%, threshold: 30.0%)",S2A_MSIL2A_20260817T051241_R019_T44QKE_20260817T101210
896,False,UNKNOWN,,2026-08-16,58.35163,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 58.4%, threshold: 30.0%)",S2B_MSIL2A_20260821T043659_R033_T45QWE_20260821T082129
897,True,AnnualCrop,0.4919,2026-08-16T05:42:51.024000Z,10.995463,Sentinel-2_L2A,Satellite CNN prediction: AnnualCrop (confidence: 0.49),S2A_MSIL2A_20260816T054251_R005_T43REQ_20260816T103351
898,True,HerbaceousVegetation,0.4457,2026-08-16T05:42:51.024000Z,4.244732,Sentinel-2_L2A,Satellite CNN prediction: HerbaceousVegetation (confidence: 0.45),S2A_MSIL2A_20260816T054251_R005_T43RDQ_20260816T103351
899,True,Pasture,0.5253,2026-08-16T05:42:51.024000Z,4.244732,Sentinel-2_L2A,Satellite CNN prediction: Pasture (confidence: 0.53),S2A_MSIL2A_20260816T054251_R005_T43RDQ_20260816T103351
900,False,UNKNOWN,,2026-08-16,33.779469,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 33.8%, threshold: 30.0%)",S2A_MSIL2A_20260816T054251_R005_T43SER_20260816T090308
901,False,UNKNOWN,,2026-08-16,30.094135,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 30.1%, threshold: 30.0%)",S2A_MSIL2A_20260817T051241_R019_T43PHL_20260817T101210
902,False,UNKNOWN,,2026-08-16,67.577857,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 67.6%, threshold: 30.0%)",S2A_MSIL2A_20260817T051241_R019_T44PKS_20260817T101210
903,False,UNKNOWN,,2026-08-16,70.194674,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 70.2%, threshold: 30.0%)",S2B_MSIL2A_20260820T050649_R019_T43PGN_20260820T085718
904,False,UNKNOWN,,2026-08-16,94.763255,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 94.8%, threshold: 30.0%)",S2B_MSIL2A_20260820T050649_R019_T44PKU_20260820T085718
905,False,UNKNOWN,,2026-08-16,83.044547,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 83.0%, threshold: 30.0%)",S2C_MSIL2A_20260818T051651_R062_T43PFS_20260818T101620
906,True,Pasture,0.4297,2026-08-16T05:42:51.024000Z,25.515085,Sentinel-2_L2A,Satellite CNN prediction: Pasture (confidence: 0.43),S2A_MSIL2A_20260816T054251_R005_T43RBK_20260816T103351
907,True,Pasture,0.3731,2026-08-17T05:46:31.024000Z,28.764841,Sentinel-2_L2A,Satellite CNN prediction: Pasture (confidence: 0.37),S2C_MSIL2A_20260817T054631_R048_T42RYR_20260817T085418
908,False,UNKNOWN,,2026-08-16,39.675224,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 39.7%, threshold: 30.0%)",S2B_MSIL2A_20260815T041549_R090_T46RGR_20260815T063018
909,False,UNKNOWN,,2026-08-16,39.675224,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 39.7%, threshold: 30.0%)",S2B_MSIL2A_20260815T041549_R090_T46RGR_20260815T063018
910,False,UNKNOWN,,2026-08-16,45.80155,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 45.8%, threshold: 30.0%)",S2A_MSIL2A_20260811T045241_R076_T45QUF_20260811T100012
911,False,UNKNOWN,,2026-08-16,35.571855,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 35.6%, threshold: 30.0%)",S2A_MSIL2A_20260811T045241_R076_T45QUG_20260811T100012
912,False,UNKNOWN,,2026-08-16,42.921308,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 42.9%, threshold: 30.0%)",S2A_MSIL2A_20260811T045241_R076_T45QVG_20260811T100012
913,False,UNKNOWN,,2026-08-16,35.571855,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 35.6%, threshold: 30.0%)",S2A_MSIL2A_20260811T045241_R076_T45QUG_20260811T100012
914,False,UNKNOWN,,2026-08-16,53.696418,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 53.7%, threshold: 30.0%)",S2A_MSIL2A_20260811T045241_R076_T45QTG_20260811T100012
915,False,UNKNOWN,,2026-08-16,35.571855,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 35.6%, threshold: 30.0%)",S2A_MSIL2A_20260811T045241_R076_T45QUG_20260811T100012
916,False,UNKNOWN,,2026-08-16,35.571855,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 35.6%, threshold: 30.0%)",S2A_MSIL2A_20260811T045241_R076_T45QUG_20260811T100012
917,False,UNKNOWN,,2026-08-16,35.571855,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 35.6%, threshold: 30.0%)",S2A_MSIL2A_20260811T045241_R076_T45QUG_20260811T100012
918,False,UNKNOWN,,2026-08-16,35.571855,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 35.6%, threshold: 30.0%)",S2A_MSIL2A_20260811T045241_R076_T45QUG_20260811T100012
919,False,UNKNOWN,,2026-08-16,69.353038,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 69.4%, threshold: 30.0%)",S2B_MSIL2A_20260821T043659_R033_T45QVG_20260821T082129
920,False,UNKNOWN,,2026-08-16,35.571855,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 35.6%, threshold: 30.0%)",S2A_MSIL2A_20260811T045241_R076_T45QUG_20260811T100012
